province_id,province_name,year,PDRB_resmi,konsumsi_perkapita,NTL_mean,IPM,jumlah_penduduk,pct_informal,tax_realization,NO2_median,pct_pertanian,ln_NTL,ln_NO2,ln_konsumsi,ln_penduduk,const,PDRB_lights,w_official,Y_target,Y2_geospatial,true_PDRB,underreporting_rate,shadow_economy,pct_shadow,true_PDRB_lower,true_PDRB_upper,tax_potential,tax_gap,pct_tax_gap,tax_gap_lower,tax_gap_upper
12,Kalimantan Barat,2020,213950.0,1629415.04,130631.59,68.76,5695500,63.01,2588.82,0.036343051,20.91,11.780136350189432,-3.3147522624662127,14.303731637207633,15.555186947322104,1,277661.31787368935,0.4424387222369701,249472.9638016208,249037.48,229579.97443867294,0.06914603365305108,15629.974438672944,7.305433250139258,88478.97240547578,3171191.998254529,2718.7974898113516,129.97748981135146,4.7806977275225515,-1541.009063243604,34965.97486242117
12,Kalimantan Barat,2021,231321.0,1762352.86,156731.99,68.99,5414400,60.87,2987.61,0.042501218,21.28,11.962292555562339,-3.1582225446388925,14.38216032649566,15.504572628953987,1,351850.0733696522,0.4509786236132407,297494.0377560272,298060.12,257933.77915381483,0.06854160814583299,26612.77915381483,11.504696570486393,95335.11351363338,3386817.9700364573,3054.5770074918946,66.96700749189449,2.1923496224729635,-1858.605312437474,37120.732279839496
12,Kalimantan Barat,2022,255797.0,1894228.6,107669.09,69.71,5474700,58.77,3668.97,0.041812874,21.1,11.586817821023326,-3.174550996440121,14.454322242382569,15.515648037645017,1,215958.87629547072,0.4596855750666545,234271.8871001638,218108.08,273942.546092595,0.06775295911034454,18145.546092594974,7.093729047875845,104560.52703641294,3735512.4369909414,3244.160595845142,-424.80940415485793,-13.094586152699081,-2430.7134877104663,40568.78140528656
12,Kalimantan Barat,2023,274469.0,2025905.3,164214.13,70.47,5549700,59.69,3519.14,0.047524889,20.8,12.008926525891246,-3.046501726223207,14.521527220348851,15.52925443020759,1,373840.5308432018,0.45583006655118974,328543.9993256515,329789.44,295539.20281384466,0.06871915250773425,21070.202813844662,7.676714971033036,111187.31143670682,4149568.7707540616,3499.9186872275245,-19.221312772475358,-0.5491931239037329,-2202.405890362999,45622.06748253417
13,Kalimantan Selatan,2019,180558.0,1718740.36,63015.29,70.72,4216300,56.82,3579.98,0.012819526,14.31,11.051132674339872,-4.356785801652088,14.357102231654016,15.254468524167017,1,107629.77312400166,0.46807713911252574,141765.80892066818,141877.77,191029.76262501732,0.05924480605681721,10471.76262501732,5.799666935288007,84093.04282669544,3191249.9749380234,2262.2671701834065,-1317.7128298165935,-58.24744518171847,-2584.109370138545,34212.351157958765
13,Kalimantan Selatan,2020,179162.0,1708497.14,68692.08,73.09,4273400,60.82,2892.71,0.01111948,14.4,11.137389187721952,-4.499056753843033,14.351124676553056,15.267920321291024,1,120401.35401044395,0.4511820970943873,146913.10549463273,147112.45,190248.8632742636,0.06384517791163578,11086.863274263596,6.188177891664302,89208.40015748295,3262299.37792152,2253.0193810423216,-639.6906189576785,-28.39259281745443,-1836.2608257579316,35741.02267373307
13,Kalimantan Selatan,2021,197882.0,1859604.12,64860.66,73.45,4073600,59.63,3384.41,0.012677332,13.58,11.079996555572718,-4.367939762207004,14.435874184326334,15.220037687345224,1,111745.0969039668,0.4560795402718234,151030.37606844422,151213.31,209976.1040221158,0.06250105452421129,12094.10402211579,6.111775715889161,97351.13573593038,3442548.963246583,2486.6389410989063,-897.7710589010935,-36.10379633580204,-2231.5305987531183,37383.92575189583
13,Kalimantan Selatan,2022,251099.0,2089254.05,56391.61,74.0,4116900,57.3,4760.88,0.013292008,11.42,10.940075667555204,-4.320592326624187,14.552317646356478,15.230611010925834,1,93160.44321091822,0.4659832246039143,166757.16119278298,155740.28,265661.9057150388,0.059159500149096475,14562.905715038825,5.799666950102878,106815.77683170872,3776493.8000736753,3146.097233273664,-1614.782766726336,-51.32653719815511,-3495.9157249914424,39962.19259826434
13,Kalimantan Selatan,2023,269192.0,2265738.65,83834.76,74.66,4170200,55.25,4671.2,0.015712206,11.37,11.336602997601663,-4.1533174164580124,14.633411378525688,15.243474554255558,1,155992.62517128716,0.4750593824228029,209769.05026806286,229252.7,284848.9977802926,0.05859329918512439,15656.997780292586,5.816293864710907,115349.49978595602,4328899.016318715,3373.3200904559494,-1297.8799095440504,-38.474851918621944,-3305.17523570669,46593.723293029114
14,Kalimantan Tengah,2019,150046.0,1948832.62,125398.41,70.91,2649800,51.02,1970.57,0.041875277,20.08,11.739251227674735,-3.173059673933412,14.482741094863375,14.789994723416159,1,263288.7742283692,0.4949514947535142,207239.09385400312,208111.27,173812.41534662436,0.06304408331798413,23766.41534662436,15.839419475777,89563.77260116195,3288628.592678788,2058.3709868331052,87.8009868331053,4.265556957164024,-909.912332790786,36974.96601444599
14,Kalimantan Tengah,2020,152187.0,1905562.28,137735.88,72.62,2809700,55.8,1654.24,0.03505967,21.72,11.833093217224008,-3.3507038119691703,14.460287683096752,14.84858827404467,1,297449.96236191783,0.47258979206049156,228800.16918520804,227627.6,183576.55684214807,0.06977322092994219,31389.55684214807,20.625649261860783,91042.36805493388,3246974.757778514,2174.0026896987406,519.7626896987406,23.908097821662125,-576.072087753123,36798.01108380352
14,Kalimantan Tengah,2021,169656.0,2089641.07,163630.52,72.81,2670000,55.5,1944.52,0.040220844,22.17,12.005366238319255,-3.2133699102730207,14.552502872350429,14.797589030376432,1,372114.25511495373,0.4739336492890995,276162.4754396202,278622.38,215594.9435390966,0.07039349424859699,45938.943539096595,27.077700487513905,100251.86832110626,3418381.5144379754,2553.179965906368,608.6599659063681,23.839289593136705,-757.2887155347635,38537.61309281531
14,Kalimantan Tengah,2022,199741.0,2217748.11,131205.77,73.17,2700100,51.5,2728.82,0.041228293,20.49,11.784522133183629,-3.1886305350122366,14.612002874167388,14.80879936732574,1,279248.9304455828,0.4926108374384236,240082.4622457883,253361.38,220956.46200864084,0.06607487434610368,21215.46200864084,10.621485828468286,111153.84244771571,3741195.5631380784,2616.6736699727394,-112.14633002726077,-4.285835536703708,-1412.4822463756611,41576.23374357149
14,Kalimantan Tengah,2023,208783.0,2369108.94,169242.94,73.73,2737200,51.86,2823.92,0.04790043,21.5,12.039090476462837,-3.0386307975700704,14.678024467731568,14.82244605806048,1,388791.20603531296,0.4908698213233851,300430.6101020158,437104.7,306795.11070788006,0.0681803840472971,98012.11070788006,46.94448815654534,120171.95023491669,4067727.8652304956,3633.2166118512855,809.2966118512854,22.27493426104624,-1400.7854367905124,45348.08775574878
15,Kalimantan Timur,2019,652480.0,2527097.09,169368.02,76.61,3619700,41.76,6414.51,0.031435628,7.95,12.03982925943483,-3.4598133796148374,14.742581806684893,15.101901707439627,1,389164.78742319916,0.5448997384481256,532645.1778857105,532822.8,687378.4469799268,0.04986498243912635,34898.44697992678,5.348584934392899,83938.42155361046,3269795.184046571,8140.269205834714,1725.7592058347136,21.200271909898735,-5420.470470303804,32307.99164814702
15,Kalimantan Timur,2020,607744.0,2282578.25,184797.71,75.94,4045900,47.14,5139.85,0.02937537,8.8,12.12701704633805,-3.527598710852459,14.640816173448512,15.213214580635729,1,435871.2906979653,0.5147210212065061,524337.7871474376,525044.06,639229.6254213123,0.05274151647898993,31485.62542131229,5.18073817615843,87603.92484207785,3236257.4310691566,7570.067490676389,2430.2174906763885,32.10298314604917,-4102.401801216063,33185.48129898286
15,Kalimantan Timur,2021,696633.0,2558085.5,195029.73,76.6,3766000,46.49,6215.83,0.034134284,8.49,12.180907287463267,-3.377453003870187,14.754769685112768,15.141523988199236,1,467502.3186563243,0.5181884133070784,586235.1828617734,585927.4,733217.7229663271,0.052643781345207925,36584.7229663271,5.251649428942801,96487.89792754204,3427561.4149777372,8683.120161329904,2467.2901613299036,28.414787720178392,-5073.173479874587,34375.015930706526
15,Kalimantan Timur,2022,921451.0,2758095.61,163228.12,77.36,3803500,44.26,9363.24,0.034204861,7.05,12.002904010591097,-3.375387510510805,14.830051003159463,15.151432253419493,1,370925.06032666675,0.5304476978569913,662950.2776369433,525131.4,972146.2256024526,0.05072465738000055,50695.22560245264,5.501673513019427,106239.21298488024,3775273.9442701326,11512.627459602596,2149.387459602596,18.669825521104727,-8105.103673915584,35345.386473750594
15,Kalimantan Timur,2023,843571.0,2967183.5,229689.79,78.2,3856800,44.67,9840.83,0.039542791,8.02,12.34448493840762,-3.230371876983196,14.903123744343999,15.16534838207355,1,578278.3080688452,0.5281504172388296,718392.7540026968,646516.2,890263.2710432159,0.05257944738763507,46692.27104321588,5.535073045803599,114809.734202219,4110553.709108582,10542.929767727215,702.0997677272153,6.659437017937851,-8481.197401738325,38838.34218557102
16,Kalimantan Utara,2019,96509.9,1917325.57,50505.98,71.15,695600,46.69,551.41,0.013009905,15.87,10.829847024094432,-4.34204428855971,14.466441840680288,13.452530061462266,1,80723.19576679058,0.5171165580721895,88886.76192317149,88349.49,99732.76560113276,0.05602003210845701,3222.8656011327694,3.339414506835847,83184.73464169825,3197963.102068307,1181.0838180955373,629.6738180955373,53.313220319186804,433.704003464125,37320.42126782342
16,Kalimantan Utara,2020,100423.0,1802018.56,69475.66,71.0,739800,50.93,470.59,0.013377919,16.47,11.148731754385661,-4.314149767020949,14.404418016764415,13.51413515838049,1,122189.86621177354,0.4953928465272961,111406.71639914422,111735.84,106612.82485734661,0.05879720410282966,6189.824857346612,6.163752185601518,85993.11508940285,3217229.1727045896,1262.5608192202337,791.9708192202338,62.72734011414678,547.7822078450745,37629.3994275781
16,Kalimantan Utara,2021,111530.0,1970088.82,72042.49,71.57,701800,50.74,559.19,0.014568757,16.22,11.185011362823605,-4.228875974699842,14.493589185992231,13.461403742131251,1,128090.82804490173,0.4963271788763152,119871.23898151988,120532.56,118534.56319131158,0.058924500598779274,7004.563191311579,6.280429652390908,98468.33474980998,3396745.374063707,1403.743831091463,844.553831091463,60.16438415510549,606.9198142303405,39666.717416849475
16,Kalimantan Utara,2022,138675.0,2112077.46,70952.36,72.21,710000,49.0,828.19,0.01397011,14.1,11.169763944896161,-4.270835231728518,14.5631825992721,13.473020249017498,1,125576.85518790028,0.5050505050505051,132192.0798404759,122116.62,141008.14150997958,0.056188522668799826,2333.141509979585,1.6824528645967802,110323.65634409372,3747365.2696964014,1669.8868536667844,841.6968536667844,50.404424217039775,478.31628683320264,43549.928403259924
16,Kalimantan Utara,2023,147279.0,2273411.1,84018.59,72.88,720100,51.38,927.2,0.016414945,14.23,11.33879336286392,-4.109563078628163,14.636791948777592,13.487145370236957,1,156437.44325042528,0.49319392385085814,151920.55468738265,170281.9,156018.51497074525,0.05817644695857515,8739.514970745251,5.933985816542243,116935.23575986591,4292519.80465142,1847.646981857591,920.446981857591,49.81725356064448,457.60381937383636,49906.90301088477
17,Kepulauan Bangka Belitung,2019,75795.0,2766625.32,21164.33,71.3,1451100,46.82,1171.67,0.005569154,17.93,9.960072496418054,-5.190512121677397,14.833138839408733,14.187832447479185,1,26057.85035636084,0.516422226812642,51743.21993064258,52120.777,74165.70008245163,0.058527175515749055,-1629.299917548371,-2.1496139818568123,86179.87950110639,3374837.741235176,878.3062185945795,-293.3637814054206,-33.40108212769417,-151.0860373406514,38794.79659546447
17,Kepulauan Bangka Belitung,2020,75519.8,2636859.29,25226.81,72.74,1531500,52.93,977.82,0.004815514,20.45,10.13566259685969,-5.335912489689002,14.785099104033085,14.241758205254968,1,32739.62803254455,0.485767026134266,53520.82494668788,53630.71,73896.41583946889,0.06645062184341101,-1623.3841605311172,-2.1496139562487153,88468.40291624586,3312787.274069632,875.1172238851876,-102.70277611481242,-11.735887868696167,69.86576773476361,38253.81484550986
17,Kepulauan Bangka Belitung,2021,85961.3,2874023.95,25553.59,72.96,1455700,50.93,1216.04,0.005533084,19.65,10.148533094567675,-5.197009933543956,14.87122367891972,14.190997442552753,1,33292.024295211966,0.4953928465272961,59384.00671113787,58832.355,84113.46390411117,0.06446333237175457,-1847.836095888837,-2.1496139494037863,97234.0629607599,3512518.5785398274,996.1124661721043,-219.92753382789567,-22.078584627400648,-64.54703138095078,40380.90989773961
17,Kepulauan Bangka Belitung,2022,95286.4,3090710.92,25129.93,73.5,1471800,49.63,1422.57,0.005922067,19.18,10.131814845018438,-5.129069735621381,14.94391169360902,14.201996699474636,1,32576.270782700736,0.501856870420556,64047.77997536321,89769.69,99676.21053875153,0.06364921282849409,4389.810538751539,4.6069644133386705,110269.21543928256,3890782.343094506,1180.4140655963736,-242.15593440362636,-20.514490758908686,-116.70842878585563,44653.962997582545
17,Kepulauan Bangka Belitung,2023,102527.0,3248424.93,30453.96,74.09,1492000,51.07,1247.3,0.006065538,19.49,10.323971313943455,-5.105132034831865,14.993680799908413,14.215628059745843,1,41820.53734164278,0.4947066389630949,71852.42744669731,93787.79,105917.50624274171,0.06546884640676395,3390.5062427417142,3.3069398721719296,119624.68708186783,4208587.410258607,1254.3265186954209,7.0265186954209184,0.5601825832980828,169.35360732292384,48592.834857752176
18,Kepulauan Riau,2019,267632.0,3975136.81,35191.6,75.48,2241600,29.57,2832.33,0.004427191,3.07,10.468562696744364,-5.419989981821283,15.19556972308836,14.62270045456488,1,50468.85132204791,0.628377529219555,186929.29412583832,184732.3,278181.6870872033,0.03970153071028321,10549.687087203318,3.9418631132313466,85967.83567354488,3278503.531121546,3294.3625610787267,462.03256107872676,14.024945722046937,-1814.2571632675263,35993.30012102771
18,Kepulauan Riau,2020,254095.0,4156666.51,31281.23,77.69,2183300,35.41,2227.57,0.004265907,3.17,10.350773516136787,-5.457100459451902,15.240223991297652,14.596348051651209,1,43303.367601230064,0.5854115443156539,166703.22265261158,162461.44,266252.55470526486,0.043495012300368424,12157.554705264862,4.78464932614371,90368.49779138979,3277911.6886304487,3153.0919853025052,925.5219853025051,29.35283809088466,-1157.3823864941685,36591.05123498225
18,Kepulauan Riau,2021,275623.0,4520488.23,34370.02,77.87,2064600,35.2,2548.32,0.004373385,3.07,10.444939951746532,-5.432217970179699,15.324130561461887,14.540447061013626,1,48942.53094678321,0.5868544600938966,181970.97522684,195486.22,288810.59401126794,0.043446212700561954,13187.594011267938,4.784649325806605,98673.42838427091,3461356.706026049,3420.235235885147,871.915235885147,25.4928440809276,-1379.7813674029355,38442.74617070894
18,Kepulauan Riau,2022,308740.0,4979345.1,34572.95,78.48,2089900,36.32,3105.09,0.004640935,2.99,10.450826863379637,-5.372839424423419,15.420808934329063,14.552626775906342,1,49318.52430870307,0.5792400370713624,199585.82950523746,203505.81,323512.12628854474,0.044253391757991846,14772.126288544736,4.784649312866728,107001.178081063,3829141.345022991,3831.1876243883103,726.0976243883101,18.952285702902355,-1837.9301134073537,42241.460379385724
18,Kepulauan Riau,2023,331645.0,5367782.23,38836.53,79.08,2121500,33.67,3302.86,0.004871617,2.92,10.567116577528441,-5.3243293641441385,15.495925388628926,14.567633943624516,1,57367.410771339564,0.5975857535556353,221271.7906139716,291422.8,347393.41785754956,0.04352049209107194,15748.41785754956,4.748576899259619,115787.26214099536,4188202.521340995,4114.001470543727,811.1414705437269,19.71660623729729,-1931.6510414191666,46295.86710886295
19,Lampung,2019,356677.0,2171203.02,91606.56,69.57,8457600,68.49,3599.4,0.020195152,28.79,11.425258163818462,-3.902312703379587,14.590791958997663,15.950576003392108,1,175048.03949827616,0.42197653810448144,251691.1994703092,252011.03,389254.76808172907,0.08550668989787137,32577.768081729067,9.133689046876885,87563.45524492432,3247178.797913666,4609.743898374755,1010.3438983747551,21.91757114166297,-2562.4310618285085,34855.26742612008
19,Lampung,2020,353025.0,1954479.67,91766.54,71.04,9419600,72.26,3294.01,0.016093943,29.73,11.42700302214925,-4.129312288957024,14.485634562523801,16.058303182805965,1,175445.554411527,0.40896450188123673,248069.24392096302,248786.22,385269.2057579603,0.09200077557637296,32244.205757960328,9.133689046940113,87472.03556784171,3206729.8612687476,4562.544934842142,1268.5349348421414,27.803231594606338,-2258.123698017398,34681.64148544569
19,Lampung,2021,371199.0,2127813.3,93334.47,71.25,9007800,71.31,3696.77,0.018369843,28.34,11.443944771980547,-3.997044926334902,14.570605390632329,16.01360142662845,1,179352.4811994574,0.4121671750061825,258425.31888824754,258348.5,405103.1623852026,0.08914699612727416,33904.162385202595,9.133689041512126,92763.63106266003,3397188.3603773694,4797.4282761397435,1100.6582761397435,22.942672881925596,-2598.2180557566344,36534.3834757906
19,Lampung,2022,414120.0,4764940.9,67670.41,71.79,4438600,71.51,4280.26,0.018151383,27.87,11.122404288022754,-4.009008522827116,15.376795692055433,15.305849569370766,1,118078.58874984179,0.4114887663566784,239896.30385565947,369314.44,451072.99377029494,0.08923210153533279,36952.99377029494,8.923257454432274,102600.68881645569,3735774.107430125,5341.825332034645,1061.5653320346446,19.872707661714305,-3065.2128431687734,39960.590233635805
19,Lampung,2023,448851.0,5186085.04,109223.95,72.48,4496600,70.67,4151.67,0.021346205,27.29,11.601155640589635,-3.8468813068636596,15.461489642940903,15.318832113609039,1,220021.9177383437,0.4143531946631308,314837.97900529334,401397.72,490344.37329715886,0.08850996469175432,41493.37329715886,9.24435353762359,111528.65766042423,4157825.0853156876,5806.896069759585,1655.2260697595848,28.50448931537557,-2830.893502700623,45087.31276698625
20,Maluku,2019,46152.8,1529662.61,32124.2,69.45,1768500,61.98,561.93,0.007593942,23.35,10.377364919163707,-4.880404454810331,14.240557752711446,14.385642287627672,1,44826.48866872888,0.446508305054474,45418.69769322929,45712.223,49340.04437718837,0.07255903225724426,3187.24437718837,6.90585268323562,88007.26478280767,3346648.855078709,584.3087539663194,22.378753966319437,3.8299535672555383,480.29474613340915,39070.71012340319
20,Maluku,2020,46263.5,1409775.05,43217.77,71.34,1945600,66.56,543.89,0.00721835,24.0,10.674007032246623,-4.931128884050741,14.158940710619557,14.481080970753984,1,65919.47864251283,0.4289636238846946,57487.77881302036,57612.4,50706.12229194186,0.07878750462122916,4442.622291941858,9.602866821450728,89215.33658212834,3420332.8009801763,600.4865116936626,56.59651169366259,9.425109572242187,512.6413187494901,39961.35117515485
20,Maluku,2021,48893.7,1532627.51,44322.84,71.55,1848900,64.41,566.81,0.008184203,23.07,10.69925539879055,-4.80554944614386,14.242494147246422,14.430101425618444,1,68119.04614548561,0.437024735600035,59717.09432943561,60802.652,53551.40867296949,0.0761568279059754,4657.708672969493,9.52619391244576,97160.35070776951,3624868.5366179985,634.1817740502615,67.37177405026159,10.623416945584138,583.810032341011,42360.6426332251
20,Maluku,2022,54078.6,1668498.71,38745.24,72.04,1869500,63.3,714.61,0.008291683,23.4,10.564763188526523,-4.792502314758284,14.327434804023731,14.441181573399305,1,57192.16879253132,0.44130626654898497,55818.13137305589,58925.33,58289.01742741523,0.07644181374913893,4210.417427415232,7.785736737665605,104694.84090142309,3998762.167585141,690.2868364399087,-24.323163560091302,-3.523631376999132,525.2371222716512,46640.6724899684
20,Maluku,2023,58487.8,1773600.34,54174.53,72.75,1895100,65.42,725.94,0.008771191,23.85,10.899966150778555,-4.736282677941705,14.388522128984716,14.454782165554901,1,88427.30753596504,0.43320048518454346,75457.49834519869,73297.234,64307.590192783355,0.0794332826951715,5819.790192783352,9.950434437238794,112253.99190096231,4320792.58346072,761.5616963955225,35.62169639552246,4.677453785309875,603.426257435342,50442.98298046034
21,Maluku Utara,2019,39695.5,1443176.61,24686.91,68.7,1235700,61.69,476.07,0.003911268,21.92,10.114028422623722,-5.543893660882472,14.182357221119249,14.027148169092282,1,31831.6724820166,0.44766765153550003,35352.05367907247,35935.49,40829.220821299954,0.0696037353669634,1133.720821299954,2.856043685808099,83327.4284504999,3180962.3035947564,483.51945047174183,7.449450471741841,1.5406723482320814,510.7338528080414,37194.42956052756
21,Maluku Utara,2020,42298.9,1333800.53,34981.52,69.3,1355600,66.13,474.97,0.004360636,21.03,10.462575201030464,-5.435137360699782,14.103542966541188,14.119754718715033,1,50077.539592713074,0.43055196762249204,46728.43101064424,47029.246,45351.86407994826,0.07188250213883456,3052.9640799482586,7.217596864098732,84582.52597143376,3204028.147352113,537.078787121158,62.108787121158,11.564185480881237,526.6973268446019,37468.686477899
21,Maluku Utara,2021,52480.5,1482351.18,35360.11,69.56,1282900,63.56,593.02,0.005396219,17.97,10.47333962760647,-5.2220567558412245,14.209140020329492,14.064633698237431,1,50783.23856317336,0.4402958788305741,51530.53577910618,51462.707,55858.999146954375,0.06646008796239761,3378.4991469543747,6.437627589208134,99863.5583269508,3403190.9767452967,661.5093804912083,68.4893804912083,10.353501025238831,589.6127290382669,39709.21937234287
21,Maluku Utara,2022,70902.6,1586783.11,32931.7,70.26,1299600,65.63,858.63,0.005632493,14.34,10.40219099869627,-5.179203128446042,14.27721932350214,14.077567082777083,1,46296.81336955422,0.43241373346017475,56936.69343114974,63637.965,72666.7465449938,0.06380416188964726,1764.1465449937969,2.4881267330024524,108006.91900365349,3789873.5659569805,860.5548832485916,1.924883248591641,0.2236793127389172,420.44035876002624,44022.89228006579
21,Maluku Utara,2023,85143.1,1705606.12,50662.58,70.98,1318500,66.08,937.82,0.006455623,12.77,10.832942850012545,-5.042803745010763,14.349431101127337,14.092005284775478,1,81048.72683943753,0.43073742246726393,82812.32658123734,73074.71,85671.28082997304,0.06283288530534223,528.1808299730328,0.6203448429444463,116813.0661167615,4173195.016345145,1014.5608903344229,76.74089033442283,7.563951169961543,445.5370271620351,48483.18095042596
22,Nusa Tenggara Barat,2019,132500.0,1357226.73,36146.14,68.14,5152400,71.02,2004.86,0.007120987,22.92,10.49532544456907,-4.94470893957011,14.120954006658481,15.45497318350407,1,52255.644443996905,0.41315485043794414,85408.98916222657,84672.23,142260.11845796634,0.07654478035725311,9760.118457966339,7.366127138087802,84520.61684769882,3267776.7086116318,1684.7133723638553,-320.14662763614456,-19.003032378554717,-1003.9258310478427,36693.73788232783
22,Nusa Tenggara Barat,2020,133614.0,1211487.48,42173.89,70.46,5646000,73.47,1792.2,0.006254578,23.18,10.649556588158514,-5.074441603366376,14.007359484888992,15.546457887795572,1,63857.139904049,0.40495666963634885,92105.64565279403,92434.875,144824.18834656978,0.08143783102890029,11210.188346569776,8.389980351287871,89377.21063800027,3266349.9908877136,1715.0783325215546,-77.12166747844549,-4.496684846170211,-733.751690111164,36889.501998547275
22,Nusa Tenggara Barat,2021,140115.0,1333637.21,45267.33,70.86,5320100,73.89,1973.71,0.006603606,22.79,10.720340859234055,-5.020139415515662,14.103420511949086,15.487002658133648,1,70012.09072038668,0.4035838243603196,98304.49094623755,98030.31,151870.62097080168,0.08162947242150569,11755.620970801683,8.389980352425995,98358.67806313749,3486515.769846105,1798.5256078238876,-175.1843921761124,-9.740444696146163,-808.8987934779107,39315.302016060734
22,Nusa Tenggara Barat,2022,156943.0,1420366.8,45057.46,71.65,5387200,75.36,2401.15,0.00689296,21.39,10.71569384311203,-4.977254678083999,14.16642570608035,15.499536327388947,1,69590.41419365768,0.398851308232291,104431.10731999077,98487.086,170110.48691208268,0.0814977217983189,13167.486912082677,8.389980382739386,108332.15362755739,3890334.259651236,2014.530953485677,-386.61904651432314,-19.191516806697305,-1118.2280549627662,43670.076575958585
22,Nusa Tenggara Barat,2023,166395.0,1495026.49,51954.93,72.37,5474000,72.3,2554.23,0.007943527,22.23,10.858131890966044,-4.835397895804496,14.217654483713488,15.51552016858276,1,83746.6603056599,0.40883074407195424,117535.84251920859,100725.99,179852.1179063161,0.0814506252880112,13457.117906316096,8.087453292656688,116711.12882523859,4210434.258707151,2129.896076068985,-424.33392393101485,-19.922752508853918,-1172.0801637220493,47307.77613349493
23,Nusa Tenggara Timur,2019,106732.0,1178477.28,38658.78,65.23,5437200,72.26,1397.79,0.014293121,27.92,10.562529195099355,-4.247976906408491,13.97973372242832,15.508774780443229,1,57026.312740051726,0.40896450188123673,77354.174370981,76144.586,115490.0253253506,0.08150073882279009,8758.025325350594,8.205622798552069,91133.49310240994,3263479.231692519,1367.6889359384825,-30.10106406151749,-2.200870627125656,-318.5429407110405,37249.915074761426
23,Nusa Tenggara Timur,2020,106482.0,1106361.98,54114.62,66.93,5656000,76.1,1301.11,0.012639358,28.51,10.89885966862199,-4.37093968269258,13.916587695040143,15.548227486558545,1,88300.20276401204,0.39651070578905634,95509.48001856715,96586.88,109613.98794636522,0.08749527422400283,3131.987946365218,2.9413308788013164,92935.8868342841,3237114.8687251485,1298.102049211606,-3.0079507883938277,-0.23171913103601427,-200.51811930032022,37034.37549188439
